index	Label	Text
743	Political Normal	পার্থ ভাইয়া আমার একজন প্রিয় ব্যাক্তিত্ব 
1194	Geopoitical Hate	মায়ানমার কুত্তা 
94	Personal Hate	আমি কী করছি আমারে মারেন কেন??
681	Political Normal	খোদ অাওয়া মিলী গের অ নেকেই অাওয়া মিলীগ কে ভোট দে বে না 
712	Political Normal	৮০র দশকের স্বৈরাচারীর পতন ৯১ এ ঘটেছে,
794	Political Normal	পরবর্তী পাঁচ বছরের জন্য পুনরায় আওয়ামী লীগকে নির্বাচিত করতে হবে দেশের ও দশের কল্যাণের কথা চিন্তা করে। 
460	Political Hate	মাহি বাদ পড়ে মাথা খারাপ হয়ে গেছে । 
158	Personal Hate	ক্লাসলেস পিস অফ শিট! 
1337	Gender abusive hate	মাগি তোরে চুদবো, কাম দিবি? 
1149	Geopoitical Hate	যখন পাকিস্তানের দখলে ছিল বাংলাদেশ তখন কিরকম অত ্যাচার করেছিল পাকিস্তান।
1170	Geopoitical Hate	প্রধান্মন্ত্রির কাছে আমার একটা রিকুয়েস্ট ভারতের সাথে সম্পর্ক বিচ্ছিন্ন করেন 
1009	Geopoitical Hate	খান্কিমাগি পাকিস্তানের দালাল 
474	Political Hate	মাহি বি চৌধুরী একলা হয়ে এখন কুত্তার মতো ঘেউ ঘেউ করতেছে 
931	Religious Hate	নাস্তিকেরা এইসব গরু - ছাগল কই থেকে যে আনে 
302	Personal Hate	খাটি বাংলায় এক কথায় মাগি একটা।
822	Religious Hate	বেদব তুই টয়লেটে পরে মরবি শয়তান কুতথার বাচছা হারামি নবীর দুশমন
771	Political Normal	আন্দালিব রহমান পার্থ ভাই আমাদের জীবনের আদর্শ স্বরূপ 
1203	Gender abusive hate	মডেল না মনে হচ্ছে মাগী পাড়ার মাগী দুইটা।পঞ্চাশ একশো টাকা দিলে চোদা যাবে। 
112	Personal Hate	বালি সোদাও না আবার বাংলায় জন্মগ্রহন করা মারাইছ কেন?
733	Political Normal	হে পিতা,বাঙ্গালী জাতি আপনার কাছে চিরঋণী। 
581	Political Hate	খুনী জিয়া যদি নামরত তবে বাংলার সবাধীনতা থাকতনা । 
1243	Gender abusive hate	তরে কত মানুষ গুয়া মারছে তা টিক নাই, দুধ দেখলে মনে হয় শুধু গুয়া মারছে না, দুধে শুনা ডুকাইচে তরে ছুধানির এক হাত নম্বা দন দিয়া গুয়া মারলে বুজতি তখন, 
162	Personal Hate	তোদের মতো কুত্তার বাচ্চারা সোনিকার মতো মেয়েরা পাইলে শিওর গ্যাংব্যাং দিবি
1389	Gender abusive hate	শালিরে কচুদেও ভোদায় 
404	Political Hate	প্রকৃতপক্ষে আপনি রাজনৈতিকভাবে চূড়ান্ত চরিত্রহীন । 
444	Political Hate	বাপ বেটা মিলে নতুন দালালী শুরু করছিলো 
133	Personal Hate	মাগী তুই কি ভুলে গেলে যে তুই টিভির সামনে বসে কথা বলছিস
970	Religious Hate	মাগীচুদা নাস্তিক তরমারে চুইদা প্রমান কর তুই সত্তিকারের নাস্তিক,
199	Personal Hate	যদি জারজ না হয়ে থাকিস, তাহলে দয়া করে ভাল হয়ে যা 
966	Religious Hate	তুই তুর দেশের না, মা এর নয়, তুই নয় হিন্দুর নয় মোসলিমের, তুই হলি শয়তানের শুধু শয়তানের, হারামযাদা কুত্তার বাচ্ছা। 
1238	Gender abusive hate	ওর দুধ আর পাচা দেখেত আমার সোনা খারা হয়ে গেছে, আমি ওরে চুদলে ও অনেক খুশি হবে কারন আমি ১ ঘন্টার বেশি চুদতে পারি
542	Political Hate	ওটা নাকি দেশ নায়ক লন্ডনে বসে সালা চুর 
499	Political Hate	বলদ! নিজেরে নওয়াবজাদা সলিমুল্লাহ মনে করে!
769	Political Normal	উন্নতি সব সরকারে জন্য,সাধারণ মানুষের হয়না, 
389	Personal Hate	ব্রা-প্যান্টি পইড়া নিকি মিনাজের মত এনাকোন্ডা পার্ট টু বের কর.
177	Personal Hate	কি সব বাল সাল, সোনিকা ধুর ক্ষ্যাত
1106	Geopoitical Hate	উপমহাদেশের মুসলমানদেরকে তিন ভাগে ভাগ করে হিন্দু-ভারতীয়রা 
396	Personal Hate	সৌভিক কি হিজড়া না কি যে,সৌভিকের বিয়ে নিয়ে প্রাঙ্ক হয়!?
663	Political Normal	এখন নিজস্ব বিমানেই তাঁরা দেশে যাতায়াত করতে পারবেন। 
1222	Gender abusive hate	এই রকম বড় মেয়েকে বিয়ে করতে হবে। দুধ খেয়ে মজা পাব।
588	Political Hate	হাসিনা আসার পর উন্নতি হয়েছে মন্তীদের পুরূষ অঙ্গ যেমন রেল মন্তী ৬৫ বছর পর ভিবাহ করালেন হাসিনা । 
215	Personal Hate	কি বাজে কণ্ঠ!! এই বেডি অটো টিউন ছাড়া গানের দিকে আইলো কেমতে?? 
543	Political Hate	এই কুত্তার বাচ্চা ক্ষমতায় আসলে দেশের ইতিহাস নষ্ট করে ফেলবে
1021	Geopoitical Hate	যারা ভারতের পক্ষে কথা বলে, তাদের দেশের পতি কোন ভালোবাসা নেই,
636	Political Normal	কীভাবে একটি সুষ্ঠু নির্বাচন হবে, তার পথ বের করুন। 
1024	Geopoitical Hate	তোদের দেইনি বলে বলছিস দিলে বলতিস না।কাংলাদেশী খানকির ছেলেরা। 
864	Religious Hate	হিটলার কে ধন্যবাদ কারণ ইহুদীরা আসলিই খারাপ 
368	Personal Hate	শালা মাগির বাচ্চারা। 
497	Political Hate	মান্নার ফাঁসানোর মতো কি আছে এখানে? বলদার বলদা
1268	Gender abusive hate	এই কাংকির মেয়ে তর মার বুদার বিতরে লাল মরিস দিমু 
855	Religious Hate	যখন বাংলাদেশ থেকে হিন্দুদেরকে তারানো হচ্ছিল তখন কোথায় ছিল সহিংশুনতা 
510	Political Hate	বিএনপি এখন পাগল হয়ে গেচে 
1138	Geopoitical Hate	দেশ ভাগের সময় রাখাইন রাজ্য বাংলাদেশ তথা পাকিস্তানের সাথে থাকতে বলেছে কিন্তু এই নেহেরু এটা নাখোচ করে দিয়েছে যার দরুন আজ রহিঙ্গাদের করুন অবস্হা !
940	Religious Hate	নাস্তিকের গুষ্টি, জাহান্নামের দরজা দিয়ে তোমরা প্রবেশ করবা
1178	Geopoitical Hate	এত দূর বাংলা দেশ নিয়ে চিন্তা না করে পাশের দেশ আফগানিস্তান, ইরান, ইরাক নিয়ে একটা দেশ বানাও
1384	Gender abusive hate	মাগি রা তোরে পাইলে তোর মার আর তোর সোনা একসাতে খাইতাম
1321	Gender abusive hate	তোর মাকে চুদি 
692	Political Normal	শ্রধ্বেয় ড. কামাল স্যার আপনি কিভাবে বংগবন্ধুর খুনি চক্র সঙ্গে জোট করলেন?
673	Political Normal	রনি ইস পারফেক্ট!! পার্থ এর আপন ভাই শান্ত ভোলা ২ থেকে নৌকা প্রতীক নিয়ে নির্বাচন করবে!! 
985	Religious Hate	তোমার চেহারার দিকে তাকিয়ে দেখ তোমাকে মোটেও ভাল মানুষ মনেহয়না শয়েতানের মত লাগে 
783	Political Normal	আওয়ামীলীগকে ব্যাখ্যা দেওয়ার জন্য খুঁজে পাওয়া যাবে না
102	Personal Hate	সৌভিক তোর কালো পাছার দাগ টা কি গেছে??
888	Religious Hate	সময় টিভির মালিক যে হিন্দুদের বংশধর এটা সবাই জানে
398	Personal Hate	শেষেরটা কোন চুদির ভাই? 
974	Religious Hate	সানিউর কুত্তার বাচ্চা, তুর বোনেরে চুদমু তুর কান্দে ফালাইয়া, তুর মাইরে চুদমো তুর বাবার কান্দে ফালাইয়া, বান্দির বাচ্চা রেন্ডির সন্তান,
775	Political Normal	হারিয়ে গিয়ে আওয়ামিলীগ অনেক কথা বলতেছে। 
1	Personal Hate	এই গান গুলা হুইন্না আমি এখন আমি পাবনা তে আসি
779	Political Normal	২০১৮ সালের ৯ ই জুলাই ।এই সময়টাতে দাঁড়িয়ে দেখছি , সুরেন্দ্র কুমার সিনহা দেশত্যাগে বাধ্য হয়েছেন ,এবং তার বিরুদ্ধে নানা অভিযোগ এনে প্রধান বিচারপতি পদে ফিরে আসার সম্ভাবনা পুরোটাই শুণ্য ।
288	Personal Hate	গন জাগরেণ নিয়া চুইদা এইটার ভোদের রস বাহির করার দরকার
1379	Gender abusive hate	তর বুদাদিয়ে 18 ইনচি দুন ডুকালে মুকদিয়ে আর বগ বগ বের হত না মাগি 
214	Personal Hate	তোমরা নুডিরা বাংলাদেশে ঝামেলা সৃষ্টি করতে যথেষ্ট!!!!
586	Political Hate	পার্থ রহমান পুরোপুরি বি এন পির দালাল হয়ে গিয়াছে । 
750	Political Normal	পার্থ বেশি বাড়িয়ে যাচ্ছে মনে হয়।
322	Personal Hate	টয়া! তুমি কি এখনো ব্যাগে কন্ডম রাখো?
1180	Geopoitical Hate	চুরি করিলে সিন্ঘাপুর মতো হবে, চুরের দেশ
1256	Gender abusive hate	কুলাঙ্গার মহিলা
760	Political Normal	পার্থ ভাইকে তার সরাসরি স্পষ্ট কথা বলার জন্য ভাল লাগে।
128	Personal Hate	জাজ রাইতো আসল মূর্খ 
1283	Gender abusive hate	আমারে একটা ছেলে দেকে বিয়ে দাও।কারন আমার জালা সইতে পারিনা।মাগি কোথাকার। 
796	Political Normal	আওয়ামীলীগ সরকার পূলিশের মারমুখী আচরণে আমরা সবাই তাঁর তীব্র নিন্দা ধিক্কার জানাই
218	Personal Hate	তুই ২০ টাকার খানকির চেয়েও নষ্ট মাগি। 
689	Political Normal	বঙ্গবন্ধুর বিকল্প কোন নেতা বাংলাদেশে এখনো জন্মে নি। 
40	Personal Hate	শালীর কথা শুনলে গা জলে তাকে দেখে মনে হয় সে মাগি
662	Political Normal	দেশকে উন্নয়নের যে কাজটা করার দরকার ছিল, আমরা তা করেছি এবং বাংলাদেশ উন্নয়নের মহাসড়কে যাত্রা শুরু করেছে এবং এই অগ্রযাত্রা কেউ থামাতে পারবে না বলে আমি বিশ্বাস করি এবং এই দায়িত্বটা আপনাদের সকলেরও থাকল। 
852	Religious Hate	তোরা ত সব জানতা,অতই জানতা ত হিন্দু দের কেন তারাছিস,সালা মোল্লা
520	Political Hate	পাগল একটা, সালা জিয়ার গুনগান কর, 
757	Political Normal	বিশ্ব ব্যাংকের রিপোর্ট অনুযায়ী ২ কোটি ৪৪ লক্ষ মানুষ চরম দ্রারিদ্র সীমার নিচে বাস করে, তাহলে উন্নয়ন কোথায় ? 
1056	Geopoitical Hate	বাংলাদেশ স্বাধীন করার পিছনে ভারতের একটি বিষাক্ত রাজনীতি ছিল। 
749	Political Normal	দেশে এত উন্নয়ন দেশে এত কাজ তাহলে নিরপেক্ষ সরকার দিলে তাদের ভয় কেন
46	Personal Hate	টুকাই সালা এহন কোরিয়ান হেয়ার স্টাইল করতেসে
110	Personal Hate	সব,পাগল,ছাগল
1390	Gender abusive hate	বিদেশ বউ রেখে যাওয়া টিক না ও মেয়েরা পরপুরুষের সাতে আকাম করবে এই হলো মহিলাদের চরিএ 
1333	Gender abusive hate	মাগী সরম নাই সোনাটা দেখাবি মন চাইলে 
837	Religious Hate	বাংলাদেশের হিন্দুরা এখনো বেহেশতে আছে।তুই কি জানিস।
1065	Geopoitical Hate	সৌদি মাদার চোদ 
896	Religious Hate	তোমাদের ধরমে শুধু লুচ্চামি আর লুচ্চামি তোমাদের দেবীরা বিয়ের আগে সন্তানের মা হয় ছি!! 
1357	Gender abusive hate	তর তো ভাষা থিক হয় না আগে তর ভাষা থিক কর মাগি.
512	Political Hate	পার্থ্য খানকির পোলা 
403	Political Hate	আগে নিজেদের চরিত্র ঠিক করে তারপর অন্যদের সমালোচনা করুন । 
892	Religious Hate	মুসলিমদের মাথা আর গরুর মাথার মধ্যে খুব একটা পার্থক্য নেই
1226	Gender abusive hate	হেতিরে মনে চাইতেছে টিপে দেই 
1069	Geopoitical Hate	পাকি ও ইন্ডিয়ান দালাল অথবা প্রাচীন ও নব্য দালাল উভয় সমান দোষী। 
1034	Geopoitical Hate	ফইন্নি ভারতের সাথে বাংলাদেশের তুলনা মানে সোনার সাথে কাদার তুলনা
1053	Geopoitical Hate	বাঙ্গালির শরীরে ১ ফোটা রক্ত থাকতে পাকিস্তান বাংলাদেশ এক হতে পারে না। 
1043	Geopoitical Hate	মিয়ানমার দেশ মানে কুলংগার এবং ঘৃনিত দেশ। 
886	Religious Hate	হিন্দু ধর্মই একমাত্র চোদাচুদির ধর্ম 
69	Personal Hate	কুত্তার গু মার্কা প্র্যাঙ্ক কল এর ভিডিও করে
263	Personal Hate	রোবট টাইপের মাগি।
1099	Geopoitical Hate	ভারত কুত্তা ধর্ষণকারি
487	Political Hate	ওদের কে বাংলার মুসলমান মরলেও জানাজা দিবেনা ওরা মুনাফেক । 
869	Religious Hate	সব ইহুদিকে একবারে হতা করলে ভালো হতো
42	Personal Hate	সিফাত উল্লাহ এগুলো দেখাই ২য় বার হার্টফেল করবে
228	Personal Hate	এই সব পাগল ছাগল ও ইন্টারনেট এ দেখতে হয়। 
607	Political Normal	ভাঙনের প্রক্রিয়ায় আমাদের অংশ নেওয়ার কিছু নেই। 
878	Religious Hate	এগুলো কাট মোললা বলা হয় এরা কি নিজেকে মুসলিম মনে করে জাকির নাকেয় য়ের জুতা টানার মতো জগোতা হয় নাই 
135	Personal Hate	এরা স্বাভাবিক মস্তিকের মানুষ না 
535	Political Hate	কুত্তালিগের এনি একজন কুকুরের বংশধর কুকুরের বাচ্চা কুকুর
204	Personal Hate	বাঙালি না থাকলে উনি ন্যাংটা হয়ে খোলা আকাশের নিচে tot tot করতেন সম্ভবতো।
685	Political Normal	রনি তো কথা বলতে পারেনা 
316	Personal Hate	আর এই মাঘা গুলা কে? দেখতে পুরা ঝারজ সন্তানের মত .... 
1094	Geopoitical Hate	পাকিস্তান বাংলাদেশ এক থাকলে মায়ানমার বিশাল বড় বাশ খেতো
922	Religious Hate	আচ্ছা এই 72 হুরেরা কি বেশ্যাবৃত্তি করে ? 
650	Political Normal	এটাই জাতির ও জাতীয় পার্টির একমাত্র মুক্তির পথ।  
1346	Gender abusive hate	মা ছেলের চূদো চুদবে দিও।ধোনটা ধরে আস্তে আস্তে বের করতে হবে বের। 
744	Political Normal	অাওয়ামিলীগ ক্ষমতায় এসে কিছু দিক দিয়ে উন্নত হয়েছে
341	Personal Hate	তুই যে আধা লেংটা কেমরাতে আসিস তোদের জন্মের ঠিক নাই মাগি 
283	Personal Hate	মাগি তুরে কুত্তা দিয়া চুদান উচিত।
405	Political Hate	নির্বাচন কমিশন তো নিজেরাই বিভক্ত হয়ে পড়েছে । 
891	Religious Hate	বুকা.... ছেলে ভুল ভাল বচন দিস. শিবই শ্রেষ্ঠ জানিস না 
648	Political Normal	বর্তমান সংসদে যারা আছে, সব দলের সমন্বয়ে সরকার গঠন করতে হবে। 
1078	Geopoitical Hate	মায়ানমারের গুষ্টি মারব। 
828	Religious Hate	বাংলাদেশের মুসলিম লোকেরা মানুষ না সব কুকুর । 
262	Personal Hate	চোদনা এইটা বুঝি ফ্যামিলি শোও রে..
963	Religious Hate	মুসলিম নাম - ইসলাম বিরোধী শব্দ! নিঃসন্দেহে মা ছিলেন একজন বেশ্যা যিনি সঠিকভাবে শিক্ষা দিতে পারেননি
109	Personal Hate	পোলা গুলি কিচ্ছু বুঝে না ধুকাইবার আগেই কাম শেষ ফালতু কথাকার 
1254	Gender abusive hate	কোথাই গেলো মাগিরা সবাই বলে অসোহাই এটা কি এদের ভোদাই অনেক কামর এদের ভোদাই রড দিতে হবে ছি ছি ছি কি এরা 
213	Personal Hate	আসিফের বাপে ওরে একটা আবাল হিসাবে পয়দা করছে
130	Personal Hate	সিয়াম ভালো টায়া মাগি ফালতু পাশের ছেলেটা ও ভালো
934	Religious Hate	এই ইউসুফ মুল্লাটা ও ছাগল, সবকিছুই কুরান থেকে আবিষ্কার, হি হি হি 
222	Personal Hate	আবাল এইগুলোও তোর কাছে লোক হাসানো প্রশ্ন মনে হয়??
1362	Gender abusive hate	মেয়ের জাত নামের কলংক তোরা । তোরা কোন পতিতালয় থাকছঐ মাগি তোরে পাইলে তোর ফিতা আমি কাইটা খাইতাম আর কুত্তা দিয়া চোদাই তাম 
815	Religious Hate	চুদি আৱবেৱ ধমঁ!
860	Religious Hate	অবৈধ মুসলমানদের লাথ মেরে তাঁড়ানো হোক
6	Personal Hate	আসোলে তুমি নিজেই বলসিলা বাংগালি না আমরা। জাতটাই ত খারাপ
737	Political Normal	ভাউ আওয়ামী লীগ নিয়ে কমেন্ট করলে আমিও কি যুদ্ধ অপরাধী হয়ে যাব। 
978	Religious Hate	তকে হত্যা করা প্রতিটি মুসলিমের জন্যা ফরজ 
1253	Gender abusive hate	ওর গুদের মধ্য মোটা বাশ দিয়ে গূতিয়ে রক্ত বের করে দিতে হবে
384	Personal Hate	শালায় ফরিদপুরের নামটা ডুবাই দিলো,
1008	Geopoitical Hate	ইন্ডিয়ান চোরের দল 
1336	Gender abusive hate	আয় নটি মাগি তর ভুদা চুষে তকে সুখ দিব।
453	Political Hate	মাহি বর্তমান রাজনীতিতে আওয়ামী লীগের চামচামী করতেছে । 
1236	Gender abusive hate	মাগি বাজাঁরে জা টাকা পাবে বেশি করে। 
1317	Gender abusive hate	তোর সামাটাতে বাঁশদিয়া চোদা উচিত।
513	Political Hate	পার্থ্য একটা বেইশ্যা মাগীর পোলা
72	Personal Hate	তোমার বাল আমার বাল।আর কিছু কমু না।আবাল শালা
97	Personal Hate	মাদারচোদ বাঙ্গালি কালচার নষ্ট করছে,
65	Personal Hate	জংলি মুরগির বাচ্চারে একটু দেখি
1288	Gender abusive hate	এগুলা খানকি মাগি ভাই 
1366	Gender abusive hate	তোরা কি আাবাসিকে চোদা দেস.. তর ভুদা দিয়ে বাশ দিমু মাগি খানকি মাগি.. তরে হাতি দিয়ে চুদামি মাগি.. 
223	Personal Hate	ভালো কোন অনুষ্ঠানে যত সব মূর্খদের দাওয়াত করে। 
1217	Gender abusive hate	এরকম নারী কে জুতা মার 
832	Religious Hate	মুসলিমদের এই বেইমানি আর জেহাদির কারনে পৃথিবীর সমস্ত জাতি মুসলিমদের ঘৃণা করে.
432	Political Hate	সরকার এর সাথে আতাত করে ঐক্য নিয়ে চক্রান্ত তো আপনারা বাপ বেটাই করছেন মি: মাহি!
1202	Gender abusive hate	মেয়েরা বেকুবই হয় নতুন কিছু না হা হা হা
81	Personal Hate	খবিস মাইয়া মাথায় 10 তালা বিল্ডিং নিয়া গুরে.
1355	Gender abusive hate	নোয়াখালীর মাগী তরার পরোষরা সব আরব দেশ গুলোতে তাকে। আর তদের বাড়ি তাকে পাকা এই সুযোগে তরা হয়ে উটছ বাংলাদেশের সবার ছেয়ে বড় মাগী। 
113	Personal Hate	পছন্দ করার মত একটা নায়িকা ছিলো কিন্তু এখন ওরে কুত্তা দিয়া চোদাইতে মন চাইতেছে 
751	Political Normal	পার্থ কি বাংলাদেশে আইনকে কি মানে না
788	Political Normal	হত্যাকান্ডের যথাযথ বিচার হওয়া উচিত।
1087	Geopoitical Hate	একটা কথাই বলোনা পাকিস্তান হল একটা জঙ্গি বাদি দেশ
943	Religious Hate	নবি মাগি চুদার জম 
1155	Geopoitical Hate	যেই দিন বাস্টার্ড ভারত চুরি করবে না,সেই দিন ভারত কোন দিন বাংলাদেশের সাথে ম্যাচ জিতবে না
534	Political Hate	বি এন পি, দলটি পুরায় অশিখিতো শালার শালারা
141	Personal Hate	ভাই এই আলি জি-স্টার (আবাল-স্টার) রে আর কত পচাববেন
120	Personal Hate	মাদারচুদ তরে দেখলেই মেজাজ খারাপ হয়ে যায়
195	Personal Hate	চুতমারানি একটা ... ইচ্ছা হইলে পর্ণ দেখব কিন্ত ওর গান না
1259	Gender abusive hate	এসব কানকির বাচছা আর আর কানকির মাগী গো পাচায় বাশ ডুকানোর দরকার। 
442	Political Hate	আপনারা দেশকে ভালবাসেন না, আপনারা অনকে লোভি । 
890	Religious Hate	পাকিস্তানদের মতো আমাদের দেশ থাকত তাইলে হিন্দুদের সাথে ধরষন করতাম 
96	Personal Hate	স্পরশিয়ার কি পিরিয়ড চলছে নাকি? পায়ের উপ্রে লেগ তুলে বসে আছে এভাবে
245	Personal Hate	মাগী টা চুদা খায় নিয়মিত মনে হচ্ছে। 
1074	Geopoitical Hate	ভারত আমাদের চিরশত্রু
1077	Geopoitical Hate	ভারত আমাদের বন্ধু হতে পারেনা আমাদের ১নংবার দুশমন। 
626	Political Normal	যখন যাকে ইচ্ছা, তাকে নিতে পারবে এবং প্রয়োজনে যাকে ইচ্ছা তাকে বদলি করতে পারবে। 
436	Political Hate	মাহীবি একটা ভেদধব ইস্টপিট 
1363	Gender abusive hate	তুরা বাংলা দেশকে সেসকরলি বেসসারা তদের জনো পুলা পায়ন খারাপ হয় গালমারানিরিরা চুদার ইচচা থাকলে কুয়েত আয় দিকি কত চুদা খায়তে পারস 
91	Personal Hate	আচ্ছা ভাই তোমাকে কি ছিলা বাঁশ দিয়ে পিটাই ছিলো নাকি আছিলা আইমিন আইক্কাওআলা বাঁশ দিয়া পিটাইছিলো? 
568	Political Hate	তুই তো একটা দেশের কুলঙ্গার আর যারে নিয়ে তুই কথা বলছিস সে তার বাপের ও বাপ 
462	Political Hate	জামাতের এক ইউনিয়নের জা ভোট আছে তোদের বাপ বেটার সারা বাংলাদেশে সেই ভোট আছেনি
314	Personal Hate	টয়ার বোধা সব সময় খোলা থাকে । 
78	Personal Hate	শেষের টা খানকীর পোলা
1231	Gender abusive hate	খানকি তোদের জন্য বাংলার যুবগয়া আজ খায়াপ বড বড দুধ আর পাছা ঢাকের রাখ মাগি
1013	Geopoitical Hate	মাদারচুত ফকস্থানী, তোদের এই বাংলার বুকে কোনো স্থান নাই।
669	Political Normal	ঐক্য নামে দেশের ভিতরে রাষ্ট্রের চক্রান্ত করা হচ্ছে এটাই বাস্তব
802	Religious Hate	মালুরা গ মুত খেয়ে তাদের মাথার তার নষ্ট হয়ে গেচে 
570	Political Hate	শালা তুইত বড় একটা চুর 
12	Personal Hate	আমাদের দেয়ের ইউটিউবার গুলো কি পাগোল না ছাগল। এগুলোর তো পাবনাতেও জায়গা হবে না
789	Political Normal	ইতিহাসের সাক্ষি দেবে এই সরকারের রনখেত্রকে
208	Personal Hate	মাগির চিহারা দেখলে পিটাতে মন চায়
1182	Geopoitical Hate	পাকির মায়রে বাপ।
1230	Gender abusive hate	মাল টা টিক আছে চুদলে মজা ই মজা পাওয়া যাবে 
1136	Geopoitical Hate	দালাল শুয়ারের বাচ্চা গুলোকে ধরে গুলি করে মারা উচিত 
1148	Geopoitical Hate	পাকিস্তান আমার বাবার শত্রু 
799	Political Normal	রাজনিতির এই আভিনয় কত দিন দেখতে হবে। 
4	Personal Hate	বাইরে থাক আর গুঁতাগুঁতি কর।
606	Political Normal	এরশাদ সাহেব আমাদের সঙ্গে জোটগতভাবে নির্বাচন করতে পারেন, আবার না–ও করতে পারেন। 
1327	Gender abusive hate	হিরু আলমও তরে চুদবেনা।তর মা বাবা কি পতিতার বাসিন্দা?
269	Personal Hate	জামাই যদি বাচ্চা হয় তবে জামাই কে দুদু খাওয়া
231	Personal Hate	আরে হালার পোত ও মাতারি ইংলিশ মাড়াচ্ছিস ইংলিশেই মারা
640	Political Normal	সরকারকে বাধ্য করা হবে একটি নিরপেক্ষ সরকারের অধীনে নির্বাচন করতে। 
722	Political Normal	জাতি আপনার মত নেতৃত্ব চায়।
1394	Gender abusive hate	মাদক আর মাগি দেশ টা কে নষ্ট করে দিল
1303	Gender abusive hate	মদ খাবো আর তোকে চুদবো।
399	Personal Hate	প্রশ্নকর্তা এবং উত্তরদাতা সবাই আবাল। 
677	Political Normal	যারা এদেশের মাটি ও মানুষকে ভালবাসে। যারা এদেশের ভাষা ও সংস্কৃতিকে ভাল বাসে তারা আপনার পাশে আছে।
694	Political Normal	ডঃ কামাল আপনাকে হাজার সালাম কুব সুন্দর কথা শিখ্যনিয় কথা 
251	Personal Hate	দুদমারানি-দুদমারানি-দুদমারানি'। 
17	Personal Hate	দেখ চুদির ভাই শিরোনাম দিছে কি! এমনিই কি রোস্ট হয় সালারা। 
593	Political Hate	এই কুকুরের বাচ্ছা পার্থ একটা বেয়াদব, এ কে জুতা দিয়ে পিটানো দরকার, শুয়োরের বাচ্ছা । 
638	Political Normal	জাতীয় পার্টি, চরমোনাই পীর সাহেবকে অনুমতি দেওয়া হয়, বিএনপি সভা করতে চায়, কিন্তু দেওয়া হয় না।
77	Personal Hate	কিরে শালার বাচ্চা বাশের বারির বেথা কি কমে গেছে যে আবার আবলামু করতে আসছিস
1367	Gender abusive hate	এই 2ই মাগির ভুধার খাইজ উটছে সবাই চুদে দাউ 
304	Personal Hate	যত সব আবাল মানুষের বসবাস, ইউটিউব এর সেলিব্রিটি হইলেই যা মন চায় করা যায় না ভাই. লিমিট এ থাক
1250	Gender abusive hate	এ খানকি তোর গুদে কতো খিদে আমি তেকে চুবৌ
1066	Geopoitical Hate	আজকে ৫ লক্ষ পেন্ডিয়ান বাংলাদেশে রোজগার করে তোদের খাওয়াচ্ছে।
1199	Geopoitical Hate	সৌদির যুবরাজ একটা কাফেরদের থেকেও খারাপ 
882	Religious Hate	কাটমোল্লাদের তাদের ধর্ম ব্যবসায় বন্ধ হয়ে গেছে,তাই তার উপর খুব রাগ, আরে ভাই সত্য চিরন্তর, মিথ্যা সাময়িক, 
417	Political Hate	খালেদা জিয়াকে জেলে আটকে রাখবেন, আর আপনি নির্বাচন করবেন, এই নির্বাচন হবে না, মানুষ মেনে নেবে না । 
1100	Geopoitical Hate	আরে ভিকারী চুদা রা তোরা কী ভুলে গেলী জে তোদের সাধীনতা আমরা দীয়ে ছিলাম! 
1309	Gender abusive hate	কুততি তো কুততিই হবে মাগি।
1011	Geopoitical Hate	বাংলাদেশ তোদের অর্থনীতির ৫ম রেমিট্যান্স মুলুক। আর হ্যাঁ রেমিটেন্স বুঝিস তো? ফকিন্নির মুখে দৈব বচন! 
524	Political Hate	শালা মাদার ছুদ তুই একটা জারজ 
1360	Gender abusive hate	তোরা মেয়ের নামে কলংক তোদের ভোধা বিতর কতো রস অাছে তোদের কে চুদে িতপতী দিতে পারেনাই তোদের জামাই। 
813	Religious Hate	ইনড়িয়া মুসলিম রাষ্ট ছিল থাকরে-- জারা ইয়াহুদি কাফের হান্দু হয়ে গেল - তাদেরকে মোসসলমান বানাতে হবে
258	Personal Hate	আসলে তোমার তো মা ও বোন নেই,
1068	Geopoitical Hate	আর ইন্ডিয়ান টেলিভিশন তে যেসব বড়লোক  দেখায়, তারা দুই টাকার ফকির দুই লাখ পাইলে যেই অবস্থা হয় সেটা
103	Personal Hate	বাংলাদেশ টা ওদের মত কিছু লোকের জন্য দেশটাকে ডুবিয়ে গেছে
711	Political Normal	সুযোগ দেন আমরা যেন ভোট দিতে পারি 
792	Political Normal	পুলিশের এই অতি বারাবারি খুবই অন্যায়। এর জাবাবও একদিন দিতে হবে ইনশাআল্লাহ। 
483	Political Hate	এই জোট চাইনিজ মালের মতো যেকোনো সময় রং চলে যেতে পারে 
1320	Gender abusive hate	তোর মারে চুদি মাগি গরেরমাগি তোরেচুদি 
812	Religious Hate	মুসলমানদের বসতে দিলে শুতে চায় 
355	Personal Hate	এই কুত্তার বাচ্চাদের জন্য বাংলাদেশের কালচার নষ্ট হচ্ছে। 
80	Personal Hate	বাঁশ বাগানের মালিক কি চেটের বাল
1156	Geopoitical Hate	পাকিস্তান কে  ঘৃনা করি
688	Political Normal	বিএনপির সাথে ড. কামাল কৌশলগত ঐক্য করছে 
2	Personal Hate	ভাই, ছোট আজাদ, চুদনাপানা না করলেই কি না? 
1029	Geopoitical Hate	সুচির মুখে লাথি মারা উচিত 
